Name,Birthname,Gender,Date of Birth,Place of Birth,Timezone,Data Source,Rodden Rating,Collector,Sun Position,Moon Position,Asc pos,Career 
"Ogier, Bulle",Marie-France Thielland,F,9 August 1939 at 10:15(= 10:15 AM ),"Boulogne Billancourt, France,48n50,  2e15",GDT,Quoted BC/BR,AA,De Jabrun,15°53,27°53,05°48, Entertainment 
"Ogier, Pascale",Pascale Nicolas,F,26 October 1958 at 11:05(= 11:05 AM ),"Paris Arrondissement 16, France,48n5146,  2e1634",MET,Quoted BC/BR,AA,De Jabrun,02°29,19°10,11°32, Entertainment 
"Ogier, Sébastien",,M,17 December 1983 at 22:40(= 10:40 PM ),"Gap, France,44n34,  6e05",MET,Quoted BC/BR,AA,De Jabrun,25°23,27°20,04°54, Sports 
"Ogilvie, Francis Grant",,M,8 August 1858 at 14:15(= 2:15 PM ),"Monymusk, Scotland,57n13,  2w31",GMT,Orig source not known,C,Bordoni,15°41,07°17,20°26, Education 
"Ogilvie, Frederick",Frederick Wolff Ogilvie,M,7 February 1893 at 22:30(= 10:30 PM ),"Valparaíso, Chile,33s02,  71w38",SMT,BC/BR in hand,AA,Scholfield,19°38,12°00,06°27, Business 
"Ogilvie, Richard","Ogilvie, Richard Buell",M,22 February 1923 at 12:15(= 12:15 PM ),"Kansas City, Missouri,39n06,  94w35",CST,BC/BR in hand,AA,Wilsons,03°07,19°18,21°54, Law 
"Ogilvie, William Henry",,M,21 August 1869 at 01:00(= 01:00 AM ),"Kelso, Scotland,55n36,  2w25",GMT,Quoted BC/BR,AA,Gerard,27°58,15°17,17°22, Writers 
"Ogilvy, Angus",Angus James Bruce Ogilvy,M,14 September 1928,"London, England,51n30,  0w10",BST,Date w/o time,X,Scholfield,,,,
"Ogilvy, James",James Robert Bruce Ogilvy,M,29 February 1964 at 12:20(= 12:20 PM ),"London, England,51n30,  0w10",GMT,News report,A,Scholfield,09°57,04°04,13°47, Art 
"Ogilvy, Marina",,F,31 July 1966 at 20:00(= 8:00 PM ),"London, England,51n30,  0w10",GDT,Bio/autobiography,B,Rodden,08°06,01°31,22°06,
"Ogle, Charles C.",Charles Clifford Ogle,M,21 January 1923 at 13:55(= 1:55 PM ),"Sullivan, Indiana,39n06,  87w24",CST,BC/BR in hand,AA,Scholfield,00°47,24°42,22°35, Building Trades 
"Ogletree, Al",Alford Hill Linally Ogletree,M,5 February 1930 at 12:45(= 12:45 PM ),"San Antonio, Texas,29n25,  98w30",CST,BC/BR in hand,AA,Scholfield,16°16,04°48,02°16, Sports Business 
"Ognibene, Albert",,M,30 January 1947 at 10:36(= 10:36 AM ),"Chicago, Illinois,41n51,  87w39",CST,From memory,A,Rodden,09°58,18°44,04°43, Food and Beverage 
"Ogola, Margaret",Margaret Atieno,F,2 June 1958 at 21:30(= 9:30 PM ),"Asembo, Kenya,0s1048,  34e2248",EAT,Rectified from approx. time,C,Scholfield,11°42,23°38,20°58, Medical 
"Ogonowski, John",,M,24 February 1951 at 23:03(= 11:03 PM ),"Lowell, Massachusetts,42n38,  71w19",EST,Quoted BC/BR,AA,McEvoy,05°45,16°29,11°30, Military 
"Ogorzow, Paul",Paul Saga,M,29 September 1912 at 13:00(= 1:00 PM ),"Muntowo, Poland,53n54,  21e22",MET,Quoted BC/BR,AA,Scholfield,05°58,11°15,23°37,
"Øgrim, Helge",,M,22 July 1950 at 15:34(= 3:34 PM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,29°12,01°15,18°44, Politics 
"Øgrim, Tellef",,M,27 January 1958 at 07:38(= 07:38 AM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,06°50,27°52,07°50, Entertain/Music 
"Øgrim, Tron",Trond Øgrim,M,27 June 1947 at 12:30(= 12:30 PM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,04°59,28°32,04°59, Politics 
"Ogunwusi, Adeyeye Enitan",,M,17 October 1974 at 13:00(= 1:00 PM ),"Ibadan, Nigeria,7n17,  3e30",MET,News report,A,Scholfield,23°44,19°18,24°21, Business 
Ogyen Trinley Dorje,Apo Gaga,M,26 June 1985 at 07:00(= 07:00 AM ),"Laduo (Zogang) (Xizang Z. Tibet), China,29n41,  97e51",AWST,Bio/autobiography,B,Scholfield,04°18,06°33,10°02, Religion 
"Oh, Sandra",Sandra Miju Oh,F,20 July 1971,"Ottawa, Ontario (CAN),45n25,  75w42",EDT,Date w/o time,X,Astrodienst,,,, Entertainment 
"Ohana, Maurice",,M,12 June 1913 at 21:00(= 9:00 PM ),"Casablanca, Morocco,33n39,  7w35",LMT,Orig source not known,C,Taeger,21°16,07°03,18°18, Entertain/Music 
"Ohanian, Alexis Jr.",Alexis Olympia Ohanian,F,1 September 2017 at 12:00(= 12:00 noon ),"West Palm Beach, Florida,26n43,  80w03",EDT,News report,A,Scholfield,09°24,15°47,14°57,
"Ohanian, Nina",,F,17 August 2018 at 15:19(= 3:19 PM ),"Monaco, Monaco,43n42,  7e23",MEDT,From memory,A,de Jabrun,24°36,15°32,03°38,
"Ohata, Allan M.",Masaharu Ohata,M,13 September 1918 at 19:30(= 7:30 PM ),"Honolulu, Hawaii,21n18,  157w52",HST,BC/BR in hand,AA,Scholfield,20°37,27°51,18°55, Military 
"Ohayon, Liana Kaarina",Liana Kaarina Leskinen,F,16 May 1937 at 13:31(= 1:31 PM ),"Helsinki, Finland,60n10,  24e58",EET,From memory,A,Steinbrecher,25°10,15°20,18°31, Entertainment 
"Ohden, Melissa","""Katie Rose""",F,29 August 1977 at 15:40(= 3:40 PM ),"Sioux City, Iowa,42n30,  96w24",CDT,BC/BR in hand,AA,Scholfield,06°23,19°14,19°32, Education 
"Oher, Michael",Michael Jerome Williams Jr.,M,28 May 1986 at 03:53(= 03:53 AM ),"Memphis, Tennessee,35n09,  90w03",CDT,BC/BR in hand,AA,Viktor,06°44,09°25,28°43, Sports 
"Ohl, Don",Donald Jay Ohl,M,18 April 1936 at 23:50(= 11:50 PM ),"Murphysboro, Illinois,37n46,  89w20",CST,News report,A,Scholfield,29°00,26°32,05°19, Sports 
"Ohlendorf, Otto",,M,4 February 1907 at 03:30(= 03:30 AM ),"Hoheneggelsen, Germany,52n13,  10e10",MET,BC/BR in hand,AA,Steinbrecher,14°08,19°35,03°23, Politics 
"Ohlsson, Matthew",Matthew Michael Ohlsson,M,24 February 1988 at 00:20(= 12:20 AM ),"Cape Town, South Africa,33s55,  18e22",SAST,From memory,A,Scholfield,04°31,27°39,13°55,
"Ohm, Georg",Georg Simon Ohm,M,16 March 1789 at 03:00(= 03:00 AM ),"Erlangen, Germany,49n36,  11e01",LMT,BC/BR in hand,AA,Müller,25°57,26°20,08°06, Science 
"Ohnsorg, Richard",Richard Hermann Wilhelm Ohnsorg,M,3 May 1876 at 05:30(= 05:30 AM ),"Hamburg, Germany,53n33,  9e59",LMT,BC/BR in hand,AA,Scholfield,13°04,11°42,08°18, Education 
"Ohtake, Ruy",Massashi Ohtake,M,27 January 1938 at 20:00(= 8:00 PM ),"São Paulo, Brazil,23s3309,  46w3729",-03,BC/BR in hand,AA,Scholfield,07°22,27°33,27°12, Building Trades 
Nik P.,Nikolaus Presnik,M,6 April 1962 at 00:35(= 12:35 AM ),"Friesach, Austria,46n57,  14e24",MET,From memory,A,Gregor,15°42,01°58,24°53, Entertain/Music 
PG,Pedro Geraldo Mazarão,M,18 May 1976 at 23:30(= 11:30 PM ),"São Paulo, Brazil,23s3309,  46w3729",-03,From memory,A,Scholfield,28°15,07°21,21°45, Entertain/Music 
"Paaltjens, Piet",Francois Haverschmidt,M,14 February 1835 at 07:00(= 07:00 AM ),"Leeuwarden, Netherlands,53n12,  5e48",LMT,BC/BR in hand,AA,Astrodienst,24°54,05°42,11°21, Religion 
"Paananen, Matti Rag",,M,9 November 1939 at 18:30(= 6:30 PM ),"Åbo, Finland,60n27,  22e17",EET,From memory,A,Tarvainen,16°22,24°49,06°32, Entertain/Music 
"Paar, Jack",Jack Harold Paar,M,1 May 1917 at 23:55(= 11:55 PM ),"Canton, Ohio,40n48,  81w23",CST,BC/BR in hand,AA,Clifford,11°15,14°16,25°35, Entertainment 
"Paasche, Hans",,M,3 April 1881 at 03:00(= 03:00 AM ),"Rostock, Germany,54n05,  12e07",LMT,Quoted BC/BR,AA,Scholfield,13°28,04°00,21°24, Military 
"Paasio, Pertti",,M,2 April 1939 at 15:25(= 3:25 PM ),"Helsinki, Finland,60n10,  24e58",EET,From memory,A,Steinbrecher,11°55,20°02,09°06, Politics 
"Paaske, Sidsel",Sidsel Helene Paaske,F,18 July 1937 at 22:10(= 10:10 PM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,25°47,03°51,07°04, Art 
"Paauwe, Jan Pieter",,M,18 October 1872 at 04:00(= 04:00 AM ),"Smitshoek, Netherlands,51n51,  4e29",LMT,BC/BR in hand,AA,Astrodienst,25°05,14°05,27°51, Religion 
"Pabot-Chatelard, Alpinien",Alpinien Bertrand-Juste Pabot-Chatelard,M,7 November 1837 at 10:30(= 10:30 AM ),"Rochechouart, France,45n50,  0e50",LMT,BC/BR in hand,AA,Scholfield,14°51,09°05,27°37, Politics 
"Pabst, Waldemar",Ernst Julius Waldemar Pabst,M,24 December 1880 at 00:15(= 12:15 AM ),"Berlin, Germany,52n29,  13e21",LMT,BC/BR in hand,AA,Scholfield,02°36,23°00,04°37, Military 
"Pacaud, Bernard",Bernard Henri Lucien Pacaud,M,29 September 1947 at 06:45(= 06:45 AM ),"Rennes, France,48n05,  1w41",MET,BC/BR in hand,AA,Geslain,05°14,23°00,01°16, Food and Beverage 
"Pacciani, Pietro",,M,7 January 1925 at 15:00(= 3:00 PM ),"Vicchio, Italy,43n56,  11e28",MET,Quoted BC/BR,AA,Rodden,16°47,19°23,23°10,
"Pace, Lorin N.",Lorin Nelson Pace,M,15 August 1925 at 01:10(= 01:10 AM ),"Miami, Arizona,33n24,  110w52",MST,BC/BR in hand,AA,Scholfield,21°58,06°10,21°59, Business 
"Pace, Stanley C.",,M,14 September 1921,"Burkesville, Kentucky,36n47,  85w22",CST,Date w/o time,X,Hewitt,,,, Business 
"Pacheco, Arlette",Marla Arleth Pacheco Espino Barroso,F,18 April 1959 at 17:40(= 5:40 PM ),"Mexico City, Mexico,19n24,  99w09",CST,From memory,A,Scholfield,28°11,00°41,11°30, Entertainment 
"Pacheco, Fernando Assis",Fernando Santiago Mendes de Assis Pacheco,M,1 February 1937 at 18:18(= 6:18 PM ),"Coimbra, Portugal,40n12,  8w25",GMT,Quoted BC/BR,AA,Ferreira,12°30,23°36,18°32, Writers 
"Pacheco, Luiz",,M,7 May 1925 at 01:40(= 01:40 AM ),"Lisbon, Portugal,38n43,  9w08",GMT,Quoted BC/BR,AA,Rodden,15°59,26°06,13°54, Writers 
"Pacheco, Nicolás",Nicolás Rodolfo Pacheco (Monteverde) Espinosa,M,23 August 1994 at 13:05(= 1:05 PM ),"Santiago de Surco (Lima), Peru,12s0847,  77w0024",-05,BC/BR in hand,AA,Scholfield,00°23,29°34,22°03, Sports 
"Pacheco Solano, Leon",,M,9 May 1898 at 23:00(= 11:00 PM ),"Tres Ríos, Costa Rica,9n54,  83w58",SJMT,Quoted BC/BR,AA,Castellanos,19°31,13°55,27°15, Writers 
"Pacheco do Nascimento, Mário",,M,7 April 1964 at 05:30(= 05:30 AM ),"Salvador (Bahia), Brazil,12s5816,  38w3039",-03,From memory,A,Astrodienst,17°33,11°30,14°28, Beauty 
"Pacherie, Alain",A. Georges Michel Pacherie,M,3 February 1946 at 09:15(= 09:15 AM ),"Les Pavillons sous Bois, France,48n55,  2e30",CET,Quoted BC/BR,AA,de Jabrun,13°55,28°08,07°04, Entertainment 
"Pachon, Victor",Michel Victor Gabriel Léon Pachon,M,24 May 1867 at 09:00(= 09:00 AM ),"Clermont Ferrand, France,45n47,  3e05",LMT,Quoted BC/BR,AA,Gauquelin,02°41,06°08,04°55, Education 
"Pachter, Henry",Henry Maximillian Pachter,M,22 January 1907 at 22:15(= 10:15 PM ),"Berlin, Germany,52n29,  13e21",CET,BC/BR in hand,AA,Scholfield,01°44,18°40,02°12, Politics 
"Paci, Enzo",,M,18 September 1911 at 08:00(= 08:00 AM ),"Monterado, Italy,43n42,  13e05",MET,Quoted BC/BR,AA,Bordoni,24°14,28°03,18°35, Humanities+Social Sciences 
"Pacini, Bernardo",,M,12 October 1926 at 02:30(= 02:30 AM ),"Capannori, Italy,43n50,  10e34",MET,Quoted BC/BR,AA,Gauquelin,17°58,16°49,01°35, Sports 
"Pacino, Al",Alfredo James Pacino,M,25 April 1940 at 11:02(= 11:02 AM ),"Manhattan, New York,40n46,  73w59",EST,BC/BR in hand,AA,Rodden,05°17,21°41,04°59, Entertainment 
"Pacino, Roman",Roman Alfallah Pacino,M,6 June 2023 at 01:41(= 01:41 AM ),"Los Angeles Cedars Sinai Hospital, California,34n0431,  118w2251",PDT,BC/BR in hand,AA,Scholfield,15°25,15°19,24°25,
"Pack, Robert",,M,3 February 1969,"New Orleans, Louisiana,29n57,  90w05",CST,Date w/o time,X,Conrad,,,, Sports 
"Packard, David",,M,7 September 1912 at 14:15(= 2:15 PM ),"Pueblo, Colorado,38n15,  104w37",MST,Quoted BC/BR,AA,Gauquelin,14°51,29°06,00°39, Business 
"Packard, David Woodley",,M,7 October 1940 at 06:00(= 06:00 AM ),"Palo Alto, California,37n27,  122w09",PST,Accuracy in question,C,Scholfield,14°09,05°53,11°22, Business 
"Packard, Julie",Julie Elizabeth Packard,F,20 March 1953 at 01:27(= 01:27 AM ),"Palo Alto, California,37n27,  122w09",PST,News report,A,Scholfield,29°29,06°08,28°00, Business 
"Packard, Vance",Vance Oakley Packard,M,22 May 1914 at 05:30(= 05:30 AM ),"Granville Summit, Pennsylvania,41n43,  76w47",EST,BC/BR in hand,AA,Scholfield,00°29,00°49,12°52, Writers 
"Packer, Emmanuelle",Emmanuelle Sheelah Packer,F,22 September 2012 at 22:00(= 10:00 PM ),"Sydney, Australia,33s52,  151e13",AEST,News report,A,Scholfield,29°53,25°43,22°29,
"Packer, Indigo",,F,27 July 2008 at 15:00(= 3:00 PM ),"Sydney, Australia,33s52,  151e13",AEST,News report,A,Scholfield,04°32,23°27,07°32,
"Packer, Jackson",Jackson Lloyd Packer,M,1 February 2010 at 20:00(= 8:00 PM ),"Sydney, Australia,33s52,  151e13",AEDT,Rectified from approx. time,C,Scholfield,12°23,12°20,13°34,
"Packwood, Bob",,M,11 September 1932,"Portland, Oregon,45n31,  122w41",PST,Date w/o time,X,Rodden,,,, Politics 
"Pacôme, Maria",Simone Maria Pacôme,F,18 July 1923 at 10:40(= 10:40 AM ),"Paris, France,48n52,  2e20",GDT,BC/BR in hand,AA,Geslain,24°44,19°52,24°33, Entertainment 
"Pacquement, Alfred",Alfred Christian Robert Pacquement,M,27 December 1948 at 23:00(= 11:00 PM ),"Paris, France,48n52,  2e20",MET,BC/BR in hand,AA,Geslain,06°05,05°53,14°27, Business 
"Pacquiao, Jinkee",Jinkee Capeña Jamora,F,12 January 1979 at 02:00(= 02:00 AM ),"General Santos, Philippines,6n07,  125e11",AWST,BC/BR in hand,AA,Scholfield,20°55,03°55,26°00, Politics 
"Pacôme, Charles",Charles Bénoni Louis Pacôme,M,5 November 1902 at 03:30(= 03:30 AM ),"Bergues, France,50n58,  2e26",LST,Quoted BC/BR,AA,Gauquelin,11°47,04°45,04°16, Sports 
"Padawer, Jeremy",Jeremy Michael Padawer,M,26 October 1973 at 15:06(= 3:06 PM ),"Memphis, Tennessee,35n09,  90w03",CDT,News report,A,Scholfield,03°16,11°27,24°37, Business 
"Padberg, Eva",,F,27 January 1980 at 19:29(= 7:29 PM ),"Bad Frankenhausen, Germany,51n21,  11e06",MET,From memory,A,Gregor,06°59,16°43,05°01, Entertain/Music 
"Paddock, Benjamin",Benjamin Hoskins Paddock,M,1 November 1926 at 14:17(= 2:17 PM ),"Sheboygan, Wisconsin,43n45,  87w43",CST,BC/BR in hand,AA,Viktor,08°39,26°28,06°08, Business 
"Paddock, Stephen",Stephen Craig Paddock,M,9 April 1953 at 11:05(= 11:05 AM ),"Clinton, Iowa,41n51,  90w11",CST,BC/BR in hand,AA,Astrodienst,19°33,22°17,22°37, Business 
"Pade, Patrice","Pade, Patrice  Michel Christian",M,15 February 1957 at 05:30(= 05:30 AM ),"Dieppe, France,49n56,  1e05",MET,Quoted BC/BR,AA,Petitallot,26°14,03°20,02°18,
"Paderewski, Ignacy Jan",,M,18 November 1860 at 03:00(= 03:00 AM ),"Dolzak, Ukraine,48n41,  26e32",LMT,Conflicting/unverified,DD,Rodden,25°58,29°48,08°59, Entertain/Music 
"Padgett, Abigail",Mary Abigail Padgett,F,13 May 1942 at 11:25(= 11:25 AM ),"Vincennes, Indiana,38n41,  87w32",CWT,BC/BR in hand,AA,Scholfield,22°16,04°59,11°31, Writers 
"Padgett, Frank D.",Frank David Padgett,M,9 March 1923 at 10:15(= 10:15 AM ),"Wheatland, Indiana,38n40,  87w19",CST,BC/BR in hand,AA,Scholfield,18°05,16°53,13°26, Law 
"Padilha, Alexandre",Alexandre Rocha Santos,M,14 September 1971 at 17:00(= 5:00 PM ),"São Paulo, Brazil,23s3309,  46w3729",-03,BC/BR in hand,AA,Scholfield,21°20,28°07,08°34, Medical 
"Padilha, Tarcísio",Tarcísio Meirelles Padilha,M,17 April 1928 at 10:30(= 10:30 AM ),"Rio De Janeiro, Brazil,22s53,  43w0613",-03,BC/BR in hand,AA,Scholfield,27°17,20°09,24°48, Education 
"Padilla, Emma",Maria Luisa Amalia E. Padilla y de la Garza,F,27 April 1899 at 22:15(= 10:15 PM ),"Mexico City, Mexico,19n24,  99w09",LMT,BC/BR in hand,AA,Scholfield,07°41,08°09,00°50, Entertainment 
"Padilla Peñaloza, Ezequiel",,M,1 January 1890,"Coyuca de Catalán, Mexico,18n20,  100w39",LMT,Date w/o time,X,Scholfield,,,, Politics 
"Padoan, Giorgia",,F,12 December 1967 at 19:45(= 7:45 PM ),"Torino, Italy,45n03,  7e40",MET,Quoted BC/BR,AA,Bordoni,20°03,04°02,29°18,
"Padou, Henri",Henri Antoine Padou,M,15 May 1898 at 01:00(= 01:00 AM ),"Roubaix, France,50n42,  3e10",PMT,BC/BR in hand,AA,Scholfield,24°11,20°40,15°15, Sports 
"Padovani, Jean-Marc",Jean-Marc Marie René Padovani,M,2 February 1956 at 06:30(= 06:30 AM ),"Villeneuve lès Avignon, France,43n58,  4e48",MET,BC/BR in hand,AA,Geslain,12°21,25°44,13°40, Entertain/Music 
"Padovani, Lea",,F,28 July 1923 at 15:29(= 3:29 PM ),"Montalto di Castro, Italy,42n21,  11e37",MET,Quoted BC/BR,AA,Bordoni,04°29,12°42,05°19, Entertainment 
Padre Léo,Léo Tarcísio Gonçalves Pereira,M,9 October 1961 at 17:00(= 5:00 PM ),"Delfim Moreira (Minas Gerais), Brazil,22s3033,  45w1648",-03,Quoted BC/BR,AA,Scholfield,16°17,16°49,02°41, Entertain/Music 
"Pádua, Guilherme de",Guilherme de Pádua Thomaz,M,2 November 1969 at 11:00(= 11:00 AM ),"Belo Horizonte, Brazil,19s5515,  43w5616",BZT,Conflicting/unverified,DD,Borges,09°59,13°03,02°50, Entertainment 
"Pádua, Nina de",Nina de Pádua Andrade,F,28 August 1950 at 17:45(= 5:45 PM ),"Rio De Janeiro, Brazil,22s53,  43w0613",BZT,Orig source not known,C,Barbault,04°58,19°57,06°45, Entertainment 
"Padukone, Deepika",,F,5 January 1986 at 10:00(= 10:00 AM ),"Copenhagen, Denmark,55n40,  12e35",MET,Accuracy in question,C,Seth,14°44,04°53,13°41, Beauty 
"Padukone, Prakash",,M,10 June 1955 at 03:27(= 03:27 AM ),"Bangalore, India,12n59,  77e35",IST,Orig source not known,C,Astrodienst,18°17,05°49,10°15, Sports 
"Paege, Jessie",Jessie Paige Eisenberg,F,12 March 1999 at 07:00(= 07:00 AM ),"Newark, New Jersey,40n44,  74w10",EST,Rectified from approx. time,C,Scholfield,21°28,15°27,09°35, Entertainment 
"Paes Leme, Fernanda",Fernanda Miranda Paes Leme de Abreu,F,4 June 1983 at 11:50(= 11:50 AM ),"São Paulo, Brazil,23s3309,  46w3729",-03,From memory,A,Scholfield,13°25,21°42,01°30, Entertainment 
"Paesa, Francisco",,M,28 February 1936 at 13:30(= 1:30 PM ),"Madrid, Spain,40n24,  3w41",WET,Quoted BC/BR,AA,Rodriguez,08°48,28°16,15°25, Business 
"Paessler, Dirk",,M,13 November 1968 at 14:49(= 2:49 PM ),"Erlangen, Germany,49n36,  11e01",MET,Quoted BC/BR,AA,Rodden,21°15,23°37,02°14, Business 
"Paetsch, Otto",,M,3 August 1909 at 09:00(= 09:00 AM ),"Rheinhausen, Germany,51n24,  6e44",MET,Quoted BC/BR,AA,Gauquelin,10°19,00°11,21°31, Military 
"Pagã, Elvira",Elvira Olivieri Cozzolino,F,6 September 1920 at 06:00(= 06:00 AM ),"Itararé (São Paulo), Brazil,24s0654,  49w2026",BZT,Bio/autobiography,B,Scholfield,13°27,21°04,04°28, Entertainment 
"Pagaduan, Jeffrey",,M,14 July 1972 at 07:27(= 07:27 AM ),"Dorchester, Massachusetts,42n18,  71w05",EDT,Quoted BC/BR,AA,Rodden,22°06,08°14,15°51,
"Pagan, Isabelle",,F,12 December 1867 at 17:43(= 5:43 PM ),"Dairsie, Scotland,56n20,  2w56",GMT,Accuracy in question,C,Rodden,20°17,07°43,19°33, Education 
"Paganini, Niccolò",,M,27 October 1782 at 10:30(= 10:30 AM ),"Genoa, Italy,44n25,  8e57",LMT,Conflicting/unverified,DD,Rodden,04°08,11°25,19°37, Entertain/Music 
"Paganini, Raffaele",,M,28 September 1958 at 19:00(= 7:00 PM ),"Roma, Italy,41n54,  12e29",MET,Orig source not known,C,Bordoni,05°06,14°17,03°18, Entertainment 
"Pagano, Marina",Maria/ Mara Pagano,F,16 December 1939 at 10:00(= 10:00 AM ),"Naples, Italy,40n51,  14e17",MET,From memory,A,Bordoni,23°30,26°25,03°21, Entertainment 
"Page, A. Nelson","Page, Anthony Nelson",M,25 February 1919 at 11:28(= 11:28 AM ),"London, England,51n30,  0w10",GMT,From memory,A,Rodden,05°49,02°47,29°13, Occult Fields 
"Page, Alan",Alan Cedric Page,M,7 August 1945 at 20:23(= 8:23 PM ),"Canton, Ohio,40n48,  81w23",EWT,BC/BR in hand,AA,Clifford,15°06,15°01,12°46, Law 
"Page, Bettie",Betty Mae Page,F,22 April 1923 at 03:00(= 03:00 AM ),"Nashville, Tennessee,36n10,  86w47",CST,Bio/autobiography,B,Borges,01°13,09°10,10°29, Beauty 
"Page, Carter",Carter William Page,M,3 June 1971 at 00:53(= 12:53 AM ),"Minneapolis, Minnesota,44n59,  93w16",CDT,BC/BR in hand,AA,Viktor,12°01,06°09,17°19, Business 
"Page, Ernest Britten",,M,15 September 1913 at 00:24(= 12:24 AM ),"London, England,51n30,  0w10",GMT,From memory,A,Fisher,21°33,15°59,26°00, Occult Fields 
"Page, Ethan",Julian Michael Micevski,M,20 September 1989 at 01:39(= 01:39 AM ),"Hamilton, Ontario (CAN),43n15,  79w51",EDT,News report,A,Scholfield,27°15,03°13,23°43, Sports 
"Page, Geneviève",Geneviève Anne Marguerite Bonjean,F,13 December 1927 at 06:10(= 06:10 AM ),"Paris, France,48n52,  2e20",GMT,BC/BR in hand,AA,Geslain,20°14,18°38,02°19, Entertainment 
"Page, Geraldine",Geraldine Sue Page,F,22 November 1924 at 18:00(= 6:00 PM ),"Kirksville, Missouri,40n12,  92w35",CST,From memory,A,Rodden,00°26,09°45,21°04, Entertainment 
"Page, Jimmy",James Patrick Page,M,9 January 1944 at 04:00(= 04:00 AM ),"Heston Middlesex, England,51n29,  0w22",GDT,From memory,A,Clifford,17°44,03°11,13°37, Business 
"Page, Joy",Joy Cerrette Paige,F,9 November 1924 at 06:30(= 06:30 AM ),"Los Angeles, California,34n03,  118w15",PST,BC/BR in hand,AA,Scholfield,16°56,25°13,18°06, Entertainment 
"Page, Miracle Baby",,F,8 July 1989 at 04:15(= 04:15 AM ),"Memphis, Tennessee,35n09,  90w03",CDT,News report,A,Rodden,16°11,17°24,23°14,
"Page, Morgan",Morgan Wolf Page,M,31 May 1981 at 14:54(= 2:54 PM ),"Burlington, Vermont,44n29,  73w13",EDT,BC/BR in hand,AA,Craft,10°13,16°08,07°14, Entertainment 
"Page, Mélanie",,F,29 September 1975 at 07:00(= 07:00 AM ),"Paris Arrondissement 14, France,48n4959,  2e1936",CET,Quoted BC/BR,AA,de Jabrun,05°29,14°53,07°04, Entertainment 
"Page, Patti",Clara Ann Fowler,F,8 November 1927 at 08:13(= 08:13 AM ),"Claremore, Oklahoma,36n19,  95w37",CST,Quoted BC/BR,AA,CAH,15°11,05°28,00°46, Entertainment 
"Page, Susan Harbage",Susan Harbage,F,10 April 1959 at 04:17(= 04:17 AM ),"Greenville, Ohio,40n06,  84w38",EST,News report,A,Scholfield,19°46,14°11,00°51, Art 
"Page, Théogène François",,M,31 March 1807 at 12:00(= 12:00 noon ),"Vitry le François, France,48n44,  4e35",LMT,BC/BR in hand,AA,Geslain,09°51,16°24,00°22, Military 
"Pagel, Walter",Traugott Ulrich Walter Pagel,M,12 November 1898 at 05:45(= 05:45 AM ),"Berlin, Germany,52n29,  13e21",MET,BC/BR in hand,AA,Scholfield,19°51,25°53,01°52, Humanities+Social Sciences 
"Pagels, Elaine",Elaine Louise Hiesey,F,13 February 1943 at 20:42(= 8:42 PM ),"Palo Alto, California,37n27,  122w09",PWT,Quoted BC/BR,AA,Rodden,24°35,18°15,19°05, Education 
"Pagenaud, Simon",,M,18 May 1984 at 04:20(= 04:20 AM ),"Poitiers, France,46n35,  0e20",MEDT,Quoted BC/BR,AA,de Jabrun,27°20,04°11,02°36, Sports 
"Pagenstecher, Hermann",,M,16 September 1844 at 15:00(= 3:00 PM ),"Bad Schwalbach, Germany,50n08,  8e04",LMT,Quoted BC/BR,AA,Gauquelin,23°47,17°43,09°02, Education 
"Pagès, Bernard",Bernard Michel Pagès,M,21 September 1940 at 06:00(= 06:00 AM ),"Cahors, France,44n27,  1e26",GDT,BC/BR in hand,AA,Geslain,28°03,17°55,19°34, Art 
"Paget, Debra","Griffin, Debralee",F,19 August 1933 at 08:00(= 08:00 AM ),"Denver, Colorado,39n44,  104w59",MST,BC/BR in hand,AA,Steinbrecher,26°09,07°29,28°01, Beauty 
"Paget, James",,M,11 January 1814 at 16:00(= 4:00 PM ),"Great Yarmouth, England,52n37,  1e44",LMT,Quoted BC/BR,AA,Scholfield,20°53,00°53,20°34, Medical 
